,Dmin_b,Dmin_o,Dmin_p
0,98.71732314798534,96.36284247820967,73.02908788689876
1,103.78617758841112,121.66232430200381,100.0
2,100.0,100.0,100.0
3,100.0,100.0,100.0
4,100.0,100.0,100.0
5,100.0,100.0,100.0
6,100.0,100.0,113.30568876442376
7,,,
8,,,
9,,,
10,,,
11,,,
