,c1
0,105.69676858719465
1,104.30822212452959
2,103.80568535808024
3,103.48862354507291
4,119.53286624079469
5,108.45037374423498
6,102.83308489024594
7,69.34251104271243
8,103.50851713404066
9,103.53468761140266
10,105.55120933391366
11,137.75590075248948
12,108.5717137813486
13,104.14272982407944
14,53.0586429995149
15,98.8799064328817
16,102.18623486883043
17,109.77732485825217
18,108.36225507996902
19,102.00517467480206
20,79.89193100790939
