,0
0,98.63956585479343
1,104.01569987249718
2,100.0
3,100.0
4,100.0
5,100.0
6,100.0
7,96.14235395581777
8,122.97551842359681
9,100.0
10,100.0
11,100.0
12,100.0
13,100.0
14,71.39408128524568
15,100.0
16,100.0
17,100.0
18,100.0
19,100.0
20,114.11229437264889
