,Nmin_b,Nmin_o,Nmin_p
0,70.68180316179834,69.23328518243338,54.87794836209552
1,75.2389014068723,84.67932513673165,56.57235703484205
2,75.43354192927477,84.89838771969218,56.71870783105125
3,75.64089923182135,85.1317626907974,56.87462041262936
4,77.41537716651361,87.12888905987059,58.20885572700478
5,80.02854369355413,90.06993649466843,60.17370352508456
6,83.15701463904438,93.5909449546589,69.68740173965126
7,,,
8,,,
9,,,
10,,,
11,,,
