Nman,lman,lmanS,lamml
1537.9274447849973,104.01990641773855,104.01990641773855,103.94260050311304
1687.51872225813,106.27241301946762,110.54446457072282,106.15178965787914
1784.9318316103431,105.77256465764486,116.92571526351512,106.43969425138079
1886.887709726467,105.71203204013347,123.60454958252231,106.37216593907456
1994.9053600454927,105.72464645152013,130.68047304411562,106.38623818552118
2109.561993119871,105.7474723047395,138.19129704002873,106.41170200004338
2241.1286204999997,105.76537593977517,146.1585448304378,106.43167474048992
