,c1
0,105.69676858719465
1,110.25042015638103
2,114.44620425349436
3,118.43880148152401
4,141.57329415211046
5,153.53676662998896
6,157.88659356635534
7,109.48252857871245
8,113.32374185267753
9,117.32938211672204
10,123.84258172820876
11,170.6004639748319
12,185.2238474564072
13,192.8971710262912
14,102.34862133100354
15,101.2022210074407
16,103.4147392511362
17,113.5259342590342
18,123.01926246369257
19,125.4860135597428
20,100.25319937772554
