,c1
0,104.68551089732136
1,103.56736688437975
2,103.16240090340953
3,102.91227724320709
4,115.86488424899298
5,106.92789486532801
6,102.4090175552117
7,74.75955297484431
8,102.92088492753668
9,102.95428754590077
10,104.5773492989056
11,130.45006953167447
12,107.01656306659078
13,103.46693204083634
14,61.72682385022101
15,99.18520774407386
16,101.93413419467814
17,107.87426417400583
18,106.7809332137328
19,101.88751136035224
20,83.02853631196658
