lagr_b,lagr_o,lagr_p
105.91701566077292,105.91701566077292,112.19423334049927
106.00230696151687,106.00230696151687,106.015396115878
106.01539611587798,106.01539611587798,106.07612844414733
106.07612844414733,106.07612844414733,106.11895671410016
106.11895671410016,106.11895671410016,106.16038995482344
106.16038995482344,106.16038995482344,106.14133932055174
106.14133932055174,106.14133932055174,68.81246458232584
,,
,,
,,
,,
,,
