c1
14102.747556614631
15874.53710443632
17871.130736618114
19934.807244823325
22245.765795368607
24834.316635641393
27719.10002850167
20254.81401464062
22715.34797066075
25477.930682698618
28314.061442374485
31478.606577347262
35010.50400550923
38931.69247292611
30785.29957458572
35175.76519276212
39830.48228519208
45119.35552926046
51130.46516584971
57932.01815803487
42331.902986649984
