lwhl_b,lwhl_o,lwhl_p
103.84827651162595,103.84827651162595,103.84827651162595
112.22507450751141,115.27254096483979,102.23137641060738
101.49873104781658,101.4729264867901,100.9306401343406
101.3379662019517,102.75643223255007,95.52444944526488
100.59476227323702,110.58889500017428,98.39712952135334
98.99826648549461,100.31187093644958,99.63069095735229
100.24211547129418,101.51326265589522,96.51482630938911
,,
,,
,,
,,
,,
