Nwhl
3245684.6068475866
4426248.248295032
5014930.1281821625
5674232.21221511
6378487.337548331
7003957.439224738
7837382.608707515
6985640.487823869
12971753.698474929
15631828.53804889
19238980.344384123
26706423.85376414
32392597.581175268
40213498.67302518
23874498.429454878
25232251.643816628
26618829.721102916
26166641.723813307
26845923.493715346
28036026.474973552
32763679.68533115
