,Nmin_b,Nmin_o,Nmin_p
0,296003.04763744737,288943.15752259595,242530.24478950357
1,346186.18399974436,408557.7369698147,242178.1208126845
2,345496.86925183784,407323.0119635219,241539.02650271726
3,347360.6108498579,415787.37939544703,227660.2615584487
4,347360.6108498579,460296.42973905866,223563.60720245208
5,341775.25938698056,454251.02054745017,222211.0069138372
6,341775.25938698056,458453.10836914845,249261.32288200827
7,,,
8,,,
9,,,
10,,,
11,,,
