o_inflation
106.20302052863515
106.20302052863515
106.20302052863515
105.16918377386263
105.16918377386263
105.16918377386263
105.16918377386263
106.20302052863515
105.8101625618216
105.8101625618216
104.77632580704906
104.77632580704906
104.77632580704906
104.77632580704906
107.79512913098485
107.79512913098485
106.76129237621232
106.76129237621232
106.76129237621232
106.76129237621232
106.20302052863515
