Nelc
1303.548575064247
1380.5799864704088
1470.0360431724291
1550.3473103910771
1690.7701865979814
1799.62450817384
1894.5720402908514
1869.6785154956442
1991.53249581345
2112.38114408778
2230.0014249814303
2513.9018027178554
2664.259843158457
2803.063174437175
2699.0561825919503
2910.9765696614
3105.3358845123144
3365.1213055360085
3633.390838439324
3871.2063330479764
3913.4277405916982
