Nelc
51206.844143924136
63101.44177296962
68240.3854304007
72981.7424662402
77329.87469151408
80118.87463444214
84422.1869095482
51206.844143924136
65192.01714829121
70356.75391875737
76553.9490692736
92142.53828562173
96926.84972660616
103655.81620933465
52933.109849030414
58502.97931400754
63026.050456573605
63138.84914043893
65815.43318700987
69716.06475477446
69457.74775243351
