Nman_b,lman_b,lmanS_b,lamml_b,Nman_o,lman_o,lmanS_o,lamml_o,Nman_p,lman_p,lmanS_p,lamml_p
776.9696329860055,89.63959194571754,89.63959194571754,96.88896904805681,755.2016723837062,89.63959194571754,89.63959194571754,96.88896904805681,416.5796428977277,69.21941875518385,69.21941875518385,90.7571844207581
734.8764056619597,90.5635999027345,81.18084140416344,97.16643083711571,1000.0776042711107,105.61154974114496,94.66976223551085,101.6850402842825,404.49610146562793,97.09934423390287,67.21160169380269,99.12898895275359
725.316535838011,98.69911868849057,80.12477500981058,99.60937040281561,990.6858810809908,99.06090055911562,93.7807190276706,99.71800652906367,352.39256669885793,87.1189031048801,58.55401015486193,96.13205474864158
636.934934033656,87.81475432622788,70.36137432930799,96.34100546527533,896.9346197461439,90.53673186171284,84.90599812406845,97.15836288199286,319.9711304534979,90.79962538680158,53.16682186956438,97.23730474309826
642.6844852442348,100.90269051097063,70.99651977876718,100.27106057067842,1105.9457898250032,123.30283227756502,104.69150046051263,106.99739161851639,314.5720596385856,98.31263814105348,52.26970519572332,99.4933177397254
635.2623454616838,98.84513475072758,70.17660564364938,99.6532162133976,1110.9606252974306,100.45344315413696,105.16621690231408,100.13616024388959,336.3161460367734,106.91227517891122,55.88273105405737,102.07562307558463
681.315240322685,107.24942934049267,75.26400908334193,102.17686397524425,1209.895022660908,108.90530187215144,114.5315859849867,102.67409059715646,574.6759639240305,147.82140924013197,82.60664056598046,114.35984794538062
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
