Nret_b,Nret_o,Nret_p
3270.7658808325286,3270.7658808325286,3325.0484022990136
3304.0417630924394,3616.9892356092305,3602.5210017384447
3514.045574315911,3823.388926391468,3570.7487594279514
3437.638414775333,3790.696147347148,3635.0697293078847
3668.758145379388,4583.361288751737,3875.9569484524995
3851.634267577272,4809.693836967416,4344.526649682264
4256.512314557817,5346.823682144025,5990.7366692908
,,
,,
,,
,,
,,
