Nind
7260094.655085675
7682935.541632967
7908757.401341306
8123640.61473034
9354061.760276305
9913246.186377438
10119777.177499872
7075499.0450660605
9198603.756261077
9450745.324605342
9871747.092256587
12856856.166673852
13596789.789775634
14033636.84779591
5203288.407087589
5367029.95531095
5468041.095795295
5857697.47928387
6217534.5033651935
6305209.011761291
6061464.428930789
