Nman,lman,lmanS,lamml
826.3671162861417,97.84688944257675,97.84688944257675,101.8730785578771
863.3131960925989,100.17562737360714,98.01873536466104,99.84721459539287
890.4975191727134,103.14883673771607,101.10518531366819,97.26069868760936
913.4256684281268,102.57475722972411,103.70839838215782,97.76011383061216
944.5988313859071,103.41277501117577,107.2477326866347,97.03108803481871
999.445413562866,105.8063360184861,113.47489641862848,94.9488318384025
976.582695625,97.71253778776125,110.87920104267529,101.98995653378158
