Nelc
49847.5824624706
60812.29947407374
65635.0262372883
70158.05961831227
74292.77156121927
76990.1656917122
81118.86006824313
72458.91984230027
89858.71594425126
96159.10144977435
104244.25433432825
125053.97549391117
131688.79427992602
140936.31062686467
118819.78692353313
123951.5482333678
130600.96603333656
129740.47145678723
135027.8396316086
143370.43916688106
140120.8350239358
