,Dagr_b,Dagr_o,Dagr_p
0,106.48535101870493,106.48535101870493,108.14992444683921
1,106.48535101870493,106.07461212085363,108.14992444683921
2,106.48535101870493,106.07461212085363,107.06903261038838
3,105.40445918225412,104.9937202844028,107.06903261038838
4,105.40445918225412,104.9937202844028,107.06903261038838
5,105.40445918225412,104.9937202844028,107.06903261038838
6,105.40445918225412,104.9937202844028,106.48535101870493
7,,,
8,,,
9,,,
10,,,
11,,,
