Nind
627049.6310521336
719702.1093897718
732415.4242301367
743916.3453782588
750993.3653580066
747781.8895229592
752766.4823580491
670438.3912648187
897509.8376950969
909635.7338399374
934203.3034849954
1025096.8665588308
1033838.5309783355
1054141.616574673
708042.5840977698
704907.163824153
709113.8845507132
685525.7965397962
683730.6221910015
691338.570284077
747217.8475583489
