lagr_b,lagr_o,lagr_p
105.08940167679863,105.08940167679863,110.65505966939342
105.09416929052433,105.09416929052433,105.12055658077182
105.12055658077182,105.12055658077182,105.10284947989985
105.10284947989985,105.10284947989985,105.12131812916157
105.12131812916157,105.12131812916157,105.13074534585188
105.13074534585188,105.13074534585188,105.13299063086781
105.13299063086781,105.13299063086781,76.11670280391586
,,
,,
,,
,,
,,
