lwhl_b,lwhl_o,lwhl_p
100.0163299515714,100.0163299515714,100.0163299515714
99.99927363553456,100.08675386745244,99.9741272151497
99.97416165708908,99.97321085111194,99.97087200062631
99.97792052796399,99.99274296200598,99.91834149103529
99.97126722328858,100.07637602945903,99.9501509866993
99.95153257351456,99.9533924829256,100.01160902841394
100.01617541876178,100.02562750585398,100.28114035855596
,,
,,
,,
,,
,,
