o_inflation
106.23658986245273
106.23658986245273
106.23658986245273
105.19715821871061
105.19715821871061
105.19715821871061
105.19715821871061
106.23658986245273
105.84160583783073
105.84160583783073
104.80217419408861
104.80217419408861
104.80217419408861
104.80217419408861
107.8373145938156
107.8373145938156
106.79788295007349
106.79788295007349
106.79788295007349
106.79788295007349
106.23658986245273
